Bonus: ID,Beam Energy,Beam Type,Magnet Energy,Eudaq,TDaq,Scintillator Thickness,Most Recent Alignment Run (EUDAQ),All micromegas? y/n,Voltage,How to use: 
170,DESY Chain,,New Run,80,1571772052,Run with -6 GeV beam and 0A,,,,
,,,,,,,,,,
171,DESY Chain,,Run Details,,,End of run,,,,
"Fixed the noise in the DWC, needs new calibration files.

Calib position: Left Up

40K events",,,,,,,,,,
172,DESY Chain,,Calibration,,1571818444,DWC1 Calibration,,,,
"Fixed the noise in the DWC, needs new calibration files.

Calib position: Left Up

40K events",,,,,,,,,,
173,DESY Chain,,Calibration,,1571818731,DWC1 Calibration,,,,
"People on shift: Charlie, Derek, Sophie, Ilja, Cecile",,,,,,,,,,
174,General,,Other,,,Start of Shift,,,,
"Now that the DWCs have been grounded, they need to be re-calibrated. Calibration cable is in position C.",,,,,,,,,,
176,DESY Chain,,Calibration,,1571822855,DWC 0 Calibration--C,,,,
"Means for DWC 0:
-x: 1.00
-y: 2.4

Ended with 80 000 events",,,,,,,,,,
177,DESY Chain,,Run Details,,1571822055,end of run,,,,
Calibration cable has been moved to position U/L,,,,,,,,,,
178,DESY Chain,,Calibration,,1571823435,DWC 0 Calibration--U/L,,,,
"MM: 4.2 L/hr
DWC: 3.5 L/hr

Gas pressure for MM: 46 bar
Gas pressure for DWC: 40 bar",,,,,,,,,,
179,General,,Gas Conditions,,,Flow Rate in MM/DWC,,,,
"Means of the DWC histograms:
-x: -161
-y: 164.4

Ended with 40 000",,,,,,,,,,
180,DESY Chain,,Run Details,,1571823435,end of run,,,,
Calibration cable has been moved to the D/R position,,,,,,,,,,
181,DESY Chain,,Calibration,,1571823752,DWC 0 Calibration--D/R,,,,
"Means of the DWC0 histogram:
-x: 165.7
-y: -162.1

Ended with 40 000 events",,,,,,,,,,
182,DESY Chain,,Run Details,,1571823752,end of run,,,,
Calibrating DWC1 now. Cable is in position C,,,,,,,,,,
183,DESY Chain,,Calibration,,1571824140,DWC 1 Calibration--C,,,,
"Means of the DWC1 histogram:
-x: -1.0
-y: 1.5

Ended with 40 000 events",,,,,,,,,,
184,DESY Chain,,Run Details,,1571824140,end of run,,,,
Calibration cable has been moved to position U/L,,,,,,,,,,
185,DESY Chain,,Calibration,,1571824472,DWC 1 Calibration--U/L,,,,
"Means of the DWC1 histogram:
-x: -164.9
-y: 167.1

Ended with 40 000 events",,,,,,,,,,
186,DESY Chain,,Run Details,,1571824472,end of run,,,,
Calibration cable has been moved to the D/R position,,,,,,,,,,
187,DESY Chain,,Calibration,,1571824778,DWC 1 Calibration--D/R,,,,
"Means of the DWC1 histogram:
-x: 164.5
-y: -164.7

Ended with 40 000 events",,,,,,,,,,
188,DESY Chain,,Run Details,,1571824778,end of run,,,,
"We reassembled the faulty MicroMega detector that was sent off to be placed in the climate chamber.

The boards were placed back on and connected to a power supply and the computer, in order to measure the connection of the screws to the board (a good connection results in some, but not too much, noise on the readout). On the contact points without much noise, we tightened the screws to create a good connection.",,,,,,,,,,
189,DESY Chain,,Other,,,Testing the Baked MicroMega Detector,,,,
"Do not use

> Fixed the noise in the DWC, needs new calibration files.
> 
> Calib position: Left Up
> 
> 40K events",,,,,,,,,,
190,DESY Chain,,Calibration,,1571818444,DWC1 Calibration,,,,
"Do not use

> Fixed the noise in the DWC, needs new calibration files.
> 
> Calib position: Left Up
> 
> 40K events",,,,,,,,,,
191,DESY Chain,,Calibration,,1571818731,DWC1 Calibration,,,,
"Moved the DESYChain scintillator into the beam. We've centered the calorimeters by eye, but now we want to make sure they're in the middle. In addition, we plugged back in some HDMI cables that we had disconnected earlier.",,,,,,,,,,
192,DESY Chain,,New Run,81,1571848127,Start: Scintillator spectra characterization + calorimeter centering,,,,
The EUDAQ was not set up correctly + there was issue with the Mimosas,,,,,,,,,,
193,DESY Chain,,Run Details,81,1571848127,end of run,,,,
"Fixed everything (making sure everything from uninterruptable power supply that was turned off was re-configured) and started it up again.

5 GeV positrons",,,,,,,,,,
194,DESY Chain,,New Run,84,1571848127,Start: Scintillator spectra characterization + calorimeter centering,,,,
"DESYChain scintillator:
- scintillator voltage changed to 1350 V

Calorimeters:
- calorimeter 2 seems to be being hit the most, but many overflow events, so voltage is too high
- changed voltage on calo2 to 1150 V

we then moved the stage 10cm to the R
- changed voltage on calo1 to 1375 V

another 10cm to the R
- changed voltage on calo0 to 1165 V

then back to centre then 10cm L
- changed voltage on calo3 to 1175 V

another 10cm L
- changed voltage on calo4 to 1270 V

Graphing the angle of the particles via the Mimosa detector showed a strip with less high angles. The high angles are from scattering on the scintillator, which suggested the strip without that is b/ the scintillator was not entirely in the beam (*inside* the dark box). We checked and this was not the case. 

After the main particle (not offset) peak we saw a series of peaks decreasing in size and regularily spaced. It was suggested that the reason was this was that the event could contain 1 particle or 2 particles or 3, etcetera. Cristavao wrote a code to only plot it if only 1 track was shown in the Mimosa. That significantly decreased the secondary peaks, but they are still there. This is an important characteristic of the beam to remember for analysis.

Scintillator voltage was then changed to 1580 V

Re-centered stage and ended run with about 392 K events",,,,,,,,,,
195,DESY Chain,,Run Details,84,1571848127,Updates & end run,,,,
,,,,,,,,,,
196,General,,Other,,,Recentered the Calorimeters,,,,
"Observation that lead to this action:
 * DWCs and MMs showed one sharp peak and a very large spot next to it.
 * Mimosas showed the typical beam profile, but with a significant edge and a very asymmetric background (see e.g. EUDAQ run 84)
   * When running with autotriggers (remember, Mimosas are rather slow), the shape was still visible, but without any edge
 * DESY Chain scintillator showed several, equidistant peaks

Conclusion: The trigger scintillator is off center, such that we trigger on occasional, largely deflected particles and a small part of the actual core beam.

Observations after action:
 * DWC and MMs show a fine peak
 * Mimosa hits are more or less symmetric
 * Scintillator signal shows only one peak.
 * Support scientists rock (or do stupid things and then just correct them)",,,,,,,,,,
197,DESY Chain,,Other,,,Moved trigger scintillators by ~ 7 mm,,,,
"Shift starting with Lam, August, Abracha, Janiek, and Cristovao",,,,,,,,,,
198,General,,Other,,,New Shift Start,,,,
"3.4 DWC
4.3 MM",,,,,,,,,,
199,General,,Gas Conditions,,,Gas conditions,,,,
Right by 20 cm to align far right calorimeter in the beam.,,,,,,,,,,
200,General,,Other,,,Moved calorimeters to the right,,,,
Moved scintillator out of the beam to prepare for calorimeter calibration.,,,,,,,,,,
201,DESY Chain,,Other,,,Moved scintillator out of the beam,,,,
5 GeV,,,,,,,,,,
202,DESY Chain,,New Run,95,1571905465,Start of Calorimeter Calibration,,,,
"Data was copied to the directory: /nfs/dust/fhlabs/group/BL4S/data/DESYChain/

The root files can be found in the subdirectory ConvertedData",,,,,,,,,,
203,DESY Chain,,Other,,,Converted data has been copied,,,,
40000 events.,,,,,,,,,,
204,DESY Chain,,Run Details,,,End of Calorimeter Calibration run,,,,
3 GeV,,,,,,,,,,
205,DESY Chain,,New Run,96,1571905775,Start of Calorimeter Calibration,,,,
40000 events,,,,,,,,,,
206,DESY Chain,,Run Details,,,End of Calorimeter Calibration run,,,,
"*accidentally zeroed - potential drift
Moved to the left by 10 cm to put calorimeter 1 in the center.",,,,,,,,,,
207,General,,Other,,,Moved calorimeters to the left,,,,
"3 GeV
Calorimeter 1 in center",,,,,,,,,,
208,DESY Chain,,New Run,97,1571906107,Start of Calorimeter Calibration,,,,
,,,,,,,,,,
209,DESY Chain,,Run Details,,,Run stopped,,,,
5 GeV calorimeter 1 calibration,,,,,,,,,,
210,DESY Chain,,New Run,98,1571906358,Calorimeter 1 Calibration,,,,
"Run stopped with 55,000 events",,,,,,,,,,
211,DESY Chain,,Run Details,98,,End of run,,,,
"Calorimeter moved 10 cm left, now calibrating calorimeter 2",,,,,,,,,,
212,DESY Chain,,New Run,99,1571906677,Calorimeter 2 calibration run,,,,
,,,,,,,,,,
213,DESY Chain,,Run Details,99,,Run stopped,,,,
Calibrating calorimeter 2 at 3.0 GeV,,,,,,,,,,
214,DESY Chain,,New Run,100,1571906955,New calibration run,,,,
"Run stopped, 40,000 events",,,,,,,,,,
215,DESY Chain,,Run Details,100,1571906955,End of run,,,,
Calibrating calorimeter 3 (moved calorimeters 10 cm to the left). 3 GeV beam,,,,,,,,,,
216,DESY Chain,,New Run,101,1571907163,New calibration run,,,,
,,,,,,,,,,
217,DESY Chain,,Run Details,101,1571907163,End of run,,,,
Calibrating calorimeter 3 at 5 GeV,,,,,,,,,,
218,DESY Chain,,New Run,102,1571907343,New calibration run,,,,
End of calibration run,,,,,,,,,,
219,DESY Chain,,Run Details,102,,Run stopped,,,,
Calibrating calorimeter 4 (moved calorimeters 10 cm left),,,,,,,,,,
220,DESY Chain,,New Run,103,1571907628,New calibration run,,,,
Stopping calibration run,,,,,,,,,,
221,DESY Chain,,Run Details,103,,End of run,,,,
Calibrating calorimeter 4 with 3.0 GeV,,,,,,,,,,
222,DESY Chain,,New Run,104,1571907892,New calibration run,,,,
Calorimeter 4 calibration run stopped,,,,,,,,,,
223,DESY Chain,,Run Details,104,,Run stopped,,,,
20 cm to align calorimeter 2 back in the middle.,,,,,,,,,,
224,General,,Other,,,Moved calorimeters to the right,,,,
"5 GeV beam

Alignment run (checking position of first DWC)",,,,,,,,,,
225,DESY Chain,,New Run,105,1571908435,New run,,,,
Alignment run stopped,,,,,,,,,,
226,DESY Chain,,Run Details,105,,Run stopped,,,,
Tried to shift DWC by 5 mm,,,,,,,,,,
227,DESY Chain,,Other,,,Adjusting DWC position,,,,
,,,,,,,,,,
228,DESY Chain,,New Run,106,1571908717,New alignment run,,,,
Stopping alignment run,,,,,,,,,,
229,DESY Chain,,Run Details,106,,End of run,,,,
"Alignment run
Shifted DWC",,,,,,,,,,
230,DESY Chain,,New Run,107,1572128197,New alignment run,,,,
,,,,,,,,,,
231,DESY Chain,,Run Details,107,,End of run,,,,
Increasing DWC 1 voltage to 2590,,,,,,,,,,
232,DESY Chain,,Other,,,Increasing DWC voltage,,,,
,,,,,,,,,,
233,DESY Chain,,New Run,108,1571909187,New alignment run,,,,
,,,,,,,,,,
234,DESY Chain,,Run Details,108,,End of run,,,,
Increasing DWC 1 voltage to 2600 V,,,,,,,,,,
235,DESY Chain,,Other,,,Increasing DWC voltage,,,,
Run stopped quickly (no second log),,,,,,,,,,
236,DESY Chain,,New Run,109,1571909338,Start of Run,,,,
2620 Volts in DWC 1,,,,,,,,,,
237,DESY Chain,,Other,,,Increasing DWC voltage,,,,
,,,,,,,,,,
238,DESY Chain,,New Run,109,1571909460,Start of Run,,,,
"No events built

EUDAQ was stopped and restarted once for same TDAQ run (also includes EUDAQ 111), no help with this issue",,,,,,,,,,
239,DESY Chain,,Run Details,,,End of run,,,,
,,,,,,,,,,
240,DESY Chain,,New Run,112,1571909598,New run,,,,
,,,,,,,,,,
241,DESY Chain,,Run Details,,,End of run,,,,
Changed threshold multiplier to 8,,,,,,,,,,
242,DESY Chain,,New Run,113,1571910589,New run,,,,
,,,,,,,,,,
243,DESY Chain,,Run Details,,,End of run,,,,
"changed theshold multipliers:
(IP: multiplier)
192.168.0.2: 9
192.168.0.3: 10
192.168.0.5: 9",,,,,,,,,,
244,DESY Chain,,Other,,,threshold multipliers changed,,,,
,,,,,,,,,,
245,DESY Chain,,New Run,114,1571910905,New alignment run,,,,
,,,,,,,,,,
246,DESY Chain,,Other,,,Updated data files,,,,
,,,,,,,,,,
247,DESY Chain,,Run Details,114,,Run stopped,,,,
BRM turned on to 125 amps,,,,,,,,,,
248,DESY Chain,,New Run,115,1571913030,New run,,,,
"100,000 events",,,,,,,,,,
249,DESY Chain,,Run Details,115,,Run stopped,,,,
BRM now with 250 amps,,,,,,,,,,
250,DESY Chain,,New Run,116,1571913683,Start of Run,,,,
,,,,,,,,,,
251,DESY Chain,,Run Details,,,Run stopped,,,,
BRM now at 375 amps,,,,,,,,,,
252,DESY Chain,,New Run,117,1571914265,New run,,,,
,,,,,,,,,,
253,DESY Chain,,Run Details,,,End of run,,,,
started the run with BMR at 500 amps,,,,,,,,,,
254,DESY Chain,,New Run,118,1571915680,Start of Run,,,,
With the current of the BRM of 500 amps we found that the beam is bend too much and therefore the beam misses a part of the DWC.,,,,,,,,,,
255,DESY Chain,,Run Details,118,1571915680,bending of beam,,,,
run ended with 108421 events.,,,,,,,,,,
256,DESY Chain,,Run Details,118,1571915680,End of run,,,,
started run with electrons and with the BRM at 0 amps,,,,,,,,,,
257,DESY Chain,,New Run,119,,ignore this one,,,,
started run with electrons (5 GeV and -187.289 amps) and with the BRM at 500 amps.,,,,,,,,,,
258,DESY Chain,,New Run,119,1571917572,Start of Run,,,,
End of run with 51243. See ID at ID 255 for reason we didn't take 100000 runs.,,,,,,,,,,
259,DESY Chain,,Run Details,119,1571917572,End of run,,,,
BRM at 375.0057 amps,,,,,,,,,,
260,DESY Chain,,New Run,120,1571918053,Start of Run,,,,
run ended at 100000 events,,,,,,,,,,
261,DESY Chain,,Run Details,120,1571918053,End of run,,,,
started run with BRM at 250 amps,,,,,,,,,,
262,DESY Chain,,New Run,121,1571918744,Start of Run,,,,
run ended at 100045 events,,,,,,,,,,
263,DESY Chain,,Run Details,121,1571918744,end of run,,,,
Started run with BRM at 124.998 amps.,,,,,,,,,,
264,DESY Chain,,New Run,122,1571919408,Start of Run,,,,
ended the run at 100202 events,,,,,,,,,,
265,DESY Chain,,Run Details,122,1571919408,End of run,,,,
started run with BRM at 0 amps,,,,,,,,,,
266,DESY Chain,,New Run,123,1571920030,Start of Run,,,,
Run ended at 100136 events,,,,,,,,,,
267,DESY Chain,,Run Details,123,1571920030,End of run,,,,
beam set to 3 Gev (-112.383 amps) with BRM at 0 amps,,,,,,,,,,
268,DESY Chain,,New Run,124,1571920674,Start of Run,,,,
Run ended at 100214 events.,,,,,,,,,,
269,DESY Chain,,Run Details,124,1571920674,End of run,,,,
Run started with BRM at 124.994 amps.,,,,,,,,,,
270,DESY Chain,,New Run,125,1571921075,Start of Run,,,,
Ended run at 99847 events.,,,,,,,,,,
271,DESY Chain,,Run Details,125,1571921075,End of run,,,,
Started run with BRM at 200 amps.,,,,,,,,,,
272,DESY Chain,,New Run,126,1571921526,Start of Run,,,,
Run ended at 99375 events.,,,,,,,,,,
273,DESY Chain,,Run Details,126,1571921526,End of run,,,,
Run started with BRM at 75.006 amps.,,,,,,,,,,
274,DESY Chain,,New Run,128,1571922014,Start of Run,,,,
Run ended at 100898 events.,,,,,,,,,,
275,DESY Chain,,Run Details,128,1571922014,End of run,,,,
Run started with 3 GeV positrons (112.38 amps) and with the BRM at 75.006 amps.,,,,,,,,,,
276,DESY Chain,,New Run,129,1571922516,Start of Run,,,,
Run ended at 100663 events.,,,,,,,,,,
277,DESY Chain,,Run Details,129,1571922516,End of run,,,,
started run with BRM at 124.994 amps,,,,,,,,,,
278,DESY Chain,,New Run,130,1571922901,Start of Run,,,,
during data analysing the MicroMegas monitor chamber 2 should be multiplide by -1.,,,,,,,,,,
279,DESY Chain,,Other,,,data analysing remark,,,,
Run ended at 101093 events.,,,,,,,,,,
280,DESY Chain,,Run Details,130,1571922901,End of run,,,,
started run with BRM at 200 amps.,,,,,,,,,,
281,DESY Chain,,New Run,131,1571923287,Start of Run,,,,
Run ended at 100496 events.,,,,,,,,,,
282,DESY Chain,,Run Details,131,1571923287,End of run,,,,
started run with BRM at 0 amps,,,,,,,,,,
283,DESY Chain,,New Run,132,1571923676,Start of Run,,,,
Run ended at 105597 events,,,,,,,,,,
284,DESY Chain,,Run Details,132,1571923676,End of run,,,,
Run started with Beam set to 1 GeV electrons (37.423 amps) and with the BRM at 0 amps.,,,,,,,,,,
285,DESY Chain,,New Run,133,1571924084,Start of Run,,,,
run ended at 100359 events,,,,,,,,,,
286,DESY Chain,,Run Details,133,1571924084,End of run,,,,
Run started with BRM at 49.99 amps,,,,,,,,,,
287,DESY Chain,,New Run,134,1571924411,Start of Run,,,,
Run ended at 100754 events.,,,,,,,,,,
288,DESY Chain,,Run Details,134,1571924411,End of run,,,,
Run started with BRM at 100 amps,,,,,,,,,,
289,DESY Chain,,New Run,135,1571924727,Start of Run,,,,
Run ended at 126272 events.,,,,,,,,,,
290,DESY Chain,,Run Details,135,1571924727,End of run,,,,
Run started with BRM at 75.006 amps,,,,,,,,,,
291,DESY Chain,,New Run,136,1571925201,Start of Run,,,,
Run ended at 100095,,,,,,,,,,
292,DESY Chain,,Run Details,136,1571925201,End of run,,,,
Run started with BRM at 24.994 amps.,,,,,,,,,,
293,DESY Chain,,New Run,137,1571925498,Start of Run,,,,
Run ended at 110836 events.,,,,,,,,,,
294,DESY Chain,,Run Details,137,1571925498,End of run,,,,
Run started with beam to 1 GeV electrons (-37.43 amps) and with BRM at 24.994 amps.,,,,,,,,,,
295,DESY Chain,,New Run,138,1571925880,Start of Run,,,,
Run ended at 110391 events.,,,,,,,,,,
296,DESY Chain,,Run Details,138,1571925880,End of run,,,,
Run started with BRM at 49.99 amps.,,,,,,,,,,
297,DESY Chain,,New Run,139,1571926227,Start of Run,,,,
Run ended at 100483 events,,,,,,,,,,
298,DESY Chain,,Run Details,139,1571926227,End of run,,,,
Run started with BRM at 75.006 amps,,,,,,,,,,
299,DESY Chain,,New Run,140,1571926511,Start of Run,,,,
Run ended at 101035 events.,,,,,,,,,,
300,DESY Chain,,Run Details,140,1571926511,End of run,,,,
Run started with BRM at 0 amps.,,,,,,,,,,
301,DESY Chain,,New Run,141,1571926803,Start of Run,,,,
Run ended at 72279. It stoped itself because of unknown reasons.,,,,,,,,,,
302,DESY Chain,,Run Details,141,1571926803,Abrupt end of run,,,,
Run started with BRM at 0 amps,,,,,,,,,,
303,DESY Chain,,New Run,144,1571927243,Start of Run,,,,
Run ended at 99880 events,,,,,,,,,,
304,DESY Chain,,Run Details,144,1571927243,End of run,,,,
"Started at 16:34 with Derek, Ilya, Cecile, Sophie, and Charlie.",,,,,,,,,,
305,General,,Other,,,Team 1 Evening Shift,,,,
We moved the scintillator into the beam.,,,,,,,,,,
306,DESY Chain,,Other,,,Scintillator Movement,,,,
"We started an alignment run with the scintillator in the beam.
BRM: Not on;
Beam Energy: 5 GeV;
Beam Type: Positrons",,,,,,,,,,
307,DESY Chain,,New Run,145,1571928699,Alignment Run of Scintillator in Beam,,,,
"Events: 100,426",,,,,,,,,,
308,DESY Chain,,Other,,,End of Run,,,,
"Beam Type: Positrons;
Beam Energy: 1 GeV;
BRM: No magnet",,,,,,,,,,
309,DESY Chain,,New Run,146,1571929562,Beam Run,,,,
"Events: 151,304",,,,,,,,,,
310,DESY Chain,,Gas Conditions,,,End of Run,,,,
"Beam Type: Positrons;
Beam Energy: 1 GeV;
BRM: 25 Amps",,,,,,,,,,
311,DESY Chain,,New Run,147,1571930424,New Run,,,,
Events: 108521,,,,,,,,,,
312,DESY Chain,,Other,,,End of Run,,,,
"Beam Type: Positrons;
Beam Energy: 1 GeV;
BRM: 50 amps",,,,,,,,,,
313,DESY Chain,,New Run,148,1571930756,New Run,,,,
Config in the middle of the run. Need to Redo,,,,,,,,,,
314,DESY Chain,,Other,,,Problem with run,,,,
Same as the last run,,,,,,,,,,
315,DESY Chain,,New Run,149,1571930905,New Run,,,,
High voltage was off. Have to retake data. This nullifies all data from our shift. Scintillators were off.,,,,,,,,,,
316,DESY Chain,,Other,,,A problem,,,,
Same as the last last one.,,,,,,,,,,
317,DESY Chain,,New Run,150,1571931443,New Run,,,,
"Events: 105,283",,,,,,,,,,
318,DESY Chain,,Other,,,End of Run,,,,
"Beam Type: Positrons;
Beam Energy: 1 GeV;
BRM: 25 amps",,,,,,,,,,
319,DESY Chain,,New Run,151,1571931737,New Run,,,,
"Events: 101,538
So sad. :( :(",,,,,,,,,,
320,DESY Chain,,Other,,,End of Run,,,,
"Beam Type: Positron;
Beam Energy: 1 GeV;
BRM: 0 amps",,,,,,,,,,
321,DESY Chain,,New Run,152,1571932015,New Run,,,,
"Events: 101,870",,,,,,,,,,
322,DESY Chain,,Other,,,End of Run,,,,
"Beam type: positrons;
Beam energy: 1 GeV;
BRM: 75 amps",,,,,,,,,,
323,DESY Chain,,New Run,153,1571932325,New Run,,,,
"Events: 101,695",,,,,,,,,,
324,DESY Chain,,Other,,,End of Run,,,,
"Beam Type: positrons;
Beam Energy: 3 GeV;
BRM: 75 amps",,,,,,,,,,
325,DESY Chain,,New Run,154,1571932668,New Run,,,,
"Events: 100,707
Once upon a time, there were five cats in a magical land. These cats were all friends, but from different places. Two of the cats were from a faraway land called Meow-Groningen. The other three were from a place called Meow-Salt Lake City. One of these cats had the name of Markus. Markus was tired and was on the night shift. He was bored and so he typed out a story about cats. Hmmm... What's this? How could this be? Markus is actually me! Hah, you got pranked.",,,,,,,,,,
326,DESY Chain,,Other,,,End of Run,,,,
"Beam Type: positrons;
Beam Energy: 3 GeV;
BRM: 125 amps",,,,,,,,,,
327,DESY Chain,,New Run,155,1571933143,New Run,,,,
"Events: 101,049",,,,,,,,,,
328,DESY Chain,,Other,,,End of Run,,,,
"Beam type: positrons;
Beam energy: 3 GeV;
BRM: 200 amps",,,,,,,,,,
329,DESY Chain,,New Run,156,1571933521,New Run,,,,
"Events: 100,950",,,,,,,,,,
330,DESY Chain,,Other,,,End of Run,,,,
"Beam type: positrons;
Beam energy: 3 GeV;
BRM: 0 amps;
Hello, its Markus again. Today I'm writing about the weather seems to always to be gray and drab which makes me very sad. Well I'm signing off again for today.",,,,,,,,,,
331,DESY Chain,,New Run,157,1571933929,New Run,,,,
"Events: 100,586",,,,,,,,,,
332,DESY Chain,,Other,,,End of Run,,,,
"Beam Type: positrons;
Beam Energy: 5 GeV;
BRM: 0 amps",,,,,,,,,,
333,DESY Chain,,New Run,158,1571934315,New Run,,,,
"Events: 100,376",,,,,,,,,,
334,DESY Chain,,Other,,,End of Run,,,,
"Beam type: positrons;
Beam energy: 5 GeV;
BRM: 125 amps",,,,,,,,,,
335,DESY Chain,,New Run,159,1571934931,New Run,,,,
"Correction of Elog number 285: the beam type is positrons, not electrons. In addition, in the runs with Elog numbers 287, 289, 291 and 293, the beam type used is also positrons.

.",,,,,,,,,,
336,DESY Chain,,New Run,133,1571924084,Start of Run,,,,
"Events: 100,000",,,,,,,,,,
337,DESY Chain,,Other,,,End of Run,,,,
"Beam type: positrons;
Beam energy: 5 GeV;
BRM: 250 amps",,,,,,,,,,
338,DESY Chain,,New Run,161,1571935652,New Run,,,,
"Events: 100,754",,,,,,,,,,
339,DESY Chain,,Other,,,End of Run,,,,
"Beam type: positrons;
Beam energy: 5 GeV;
BRM: 375 amps",,,,,,,,,,
340,DESY Chain,,New Run,162,1571936276,New Run,,,,
"Events: 100,420",,,,,,,,,,
341,DESY Chain,,Other,,,End of Run,,,,
"Beam type: positron;
Beam energy: 5 GeV;
BRM: 500 amps;
Magnet Current: 187.28923 amps",,,,,,,,,,
342,DESY Chain,,New Run,163,1571936885,New Run,,,,
"Events:100,255
We are getting close to the end of DWC 1 so do what you want with it.",,,,,,,,,,
343,DESY Chain,,Other,,,End of Run,,,,
"Beam type: electrons;
Beam energy: 1 GeV
BRM: 100 amps;
Magnet Current: -37.384605",,,,,,,,,,
344,DESY Chain,,New Run,164,1571937854,New Run,,,,
"Events: 100,821",,,,,,,,,,
345,DESY Chain,,Other,,,End of Run,,,,
"Beam type: electrons;
Beam energy: 1 GeV;
BRM: 75 amps",,,,,,,,,,
346,DESY Chain,,New Run,165,1571938197,New Run,,,,
"Events: 100,000?",,,,,,,,,,
347,DESY Chain,,Other,,,End of run,,,,
"Beam type: electrons;
Beam energy: 1 GeV;
BRM: 50 amps",,,,,,,,,,
348,DESY Chain,,New Run,166,1571938501,New Run,,,,
Events: 100.000,,,,,,,,,,
349,DESY Chain,,Other,,,End of run,,,,
"Beam type: electrons;
Beam energy: 1 GeV;
BRM: 25 amps",,,,,,,,,,
350,DESY Chain,,New Run,167,1571938794,New Run,,,,
Events: 100.000,,,,,,,,,,
351,DESY Chain,,Other,,,End of run,,,,
"1 GeV electrons
BRM: 0 Amps",,,,,,,,,,
352,DESY Chain,,New Run,168,1571939126,New Run,,,,
events: 100.000,,,,,,,,,,
353,DESY Chain,,Other,,,End of run,,,,
35 bars,,,,,,,,,,
354,General,,Gas Conditions,,,T24,,,,
Somebody named _ goofed up.,,,,,,,,,,
355,DESY Chain,,Problem,,,Run did not start,,,,
"Beam type: electrons;
Beam energy: 3 GeV;
BRM: 0 amps;
Magnet Current: -112.35981 amps",,,,,,,,,,
356,DESY Chain,,New Run,170,1571939524,New Run,,,,
"Events: 101,111",,,,,,,,,,
357,DESY Chain,,Other,,,End of Run,,,,
"Beam type: electrons;
Beam energy: 3 GeV;
BRM: 75 amps",,,,,,,,,,
358,DESY Chain,,New Run,171,1571939912,New Run,,,,
"Events: 100,673
Markus here, we are finally done! O-_-O",,,,,,,,,,
359,DESY Chain,,Other,,,End of Run,,,,
"These are the runs to be completed:

3 GeV electrons for 125 and 200 amps;
5 GeV electrons for 0,125, 250, 375, and 500 amps;",,,,,,,,,,
360,DESY Chain,,Other,,,Missing Runs,,,,
"On this shift: Ilja, Sophie, Sam, Charlie, Cecile, August, Lam, Derek and Janiek - 1cm SC",,,,,,,,,,
361,General,,Other,,,New (night :) shift,,,,
"3 GeV electron beam;
BRM: 125 A",,,,,,,,,,
362,DESY Chain,,New Run,172,1571950010,New run,,,,
100765 events.,,,,,,,,,,
363,DESY Chain,,Other,,,End of Run,,,,
"3 GeV electron beam;
BRM: 200 A",,,,,,,,,,
364,DESY Chain,,New Run,174,1571950464,New Run,,,,
100188 events.,,,,,,,,,,
365,DESY Chain,,Other,,,End of Run,,,,
"5 GeV electron;
BRM: 0 A",,,,,,,,,,
366,DESY Chain,,New Run,176,1571950975,New Run,,,,
100256 events.,,,,,,,,,,
367,DESY Chain,,Other,,,End of Run,,,,
"5 GeV electron beam;
BRM: 125 A",,,,,,,,,,
368,DESY Chain,,New Run,177,1571951573,New Run,,,,
100065 events.,,,,,,,,,,
369,DESY Chain,,Other,,,End of Run,,,,
"5 GeV electron beam;
BRM: 250 A",,,,,,,,,,
370,DESY Chain,,New Run,178,1571952203,New Run,,,,
100298 events.,,,,,,,,,,
371,DESY Chain,,Other,,,End of Run,,,,
"5 GeV electron beam;
BRM: 375 A.",,,,,,,,,,
372,DESY Chain,,New Run,180,1571952846,New Run,,,,
100268 events.,,,,,,,,,,
373,DESY Chain,,Other,,,End of Run,,,,
"5 GeV electron beam;
500 A.",,,,,,,,,,
374,DESY Chain,,New Run,181,1571953473,New Run,,,,
"100245 events;

Near the edge of the DWC1 detector.",,,,,,,,,,
375,DESY Chain,,Other,,,End of Run,,,,
"We decided to calibrate the thicker scintillator first - the 1cm SC is still in the beam, but it is near the saturation point for voltage. We are halving the voltage because the 2cm SC is twice as thick as the 1cm, so the saturation should be somewhat proportional. Check later log for final voltages",,,,,,,,,,
376,DESY Chain,,Other,,,Decisions About Experiment Content - SC,,,,
"DWC - 3.4 L/h
MM - 4.1 L/h",,,,,,,,,,
377,General,,Gas Conditions,,,Pressures 10/25,,,,
"Positrons 5GeV, 0amps BRM

SC at 1580V at the beginning of the run, to observe the same effects as yesterday",,,,,,,,,,
378,DESY Chain,,New Run,182,1571991208,1cm SC Voltage adjustment for thicker SC,,,,
"Selecting Magnet +5Gev
SC - 1530V
Mean Peak - 2153V (on QDC)

Settings were not changed in TDAQ, so just be aware of that when looking at the data",,,,,,,,,,
379,DESY Chain,,New Run,183,1571991659,1cm SC Voltage adjustment for thicker SC,,,,
"Selecting Magnet +5GeV
SC - 1480 V
QDC Mean Charge - 1613 Volts",,,,,,,,,,
380,DESY Chain,,New Run,184,1571992058,1cm SC Voltage adjustment for thicker SC,,,,
"Selecting Magnet +5GeV
SC - 1470 V
QDC Mean Peak - 1677 V

**TDAQ had to restart settings, name isn't 100% right
*** 1480 == 1470",,,,,,,,,,
